county,town,village,office,number,candidates,votes
臺中市,西屯區,何仁里,728,2,韓國瑜/張善政,452
臺中市,西屯區,何仁里,728,3,蔡英文/賴清德,662
臺中市,西屯區,何仁里,729,1,宋楚瑜/余湘,54
臺中市,西屯區,何仁里,729,2,韓國瑜/張善政,401
臺中市,西屯區,何仁里,729,3,蔡英文/賴清德,671
臺中市,西屯區,何仁里,730,1,宋楚瑜/余湘,51
臺中市,西屯區,何仁里,730,2,韓國瑜/張善政,386
臺中市,西屯區,何仁里,730,3,蔡英文/賴清德,702
臺中市,西屯區,何仁里,731,1,宋楚瑜/余湘,53
臺中市,西屯區,何仁里,731,2,韓國瑜/張善政,422
臺中市,西屯區,何仁里,731,3,蔡英文/賴清德,647
臺中市,西屯區,何南里,716,1,宋楚瑜/余湘,36
臺中市,西屯區,何南里,716,2,韓國瑜/張善政,430
臺中市,西屯區,何南里,716,3,蔡英文/賴清德,577
臺中市,西屯區,何南里,717,1,宋楚瑜/余湘,51
臺中市,西屯區,何南里,717,2,韓國瑜/張善政,447
臺中市,西屯區,何南里,717,3,蔡英文/賴清德,569
臺中市,西屯區,何南里,718,1,宋楚瑜/余湘,47
臺中市,西屯區,何南里,718,2,韓國瑜/張善政,407
臺中市,西屯區,何南里,718,3,蔡英文/賴清德,579
臺中市,西屯區,何厝里,711,1,宋楚瑜/余湘,54
臺中市,西屯區,何厝里,711,2,韓國瑜/張善政,428
臺中市,西屯區,何厝里,711,3,蔡英文/賴清德,666
臺中市,西屯區,何厝里,712,1,宋楚瑜/余湘,46
臺中市,西屯區,何厝里,712,2,韓國瑜/張善政,394
臺中市,西屯區,何厝里,712,3,蔡英文/賴清德,720
臺中市,西屯區,何安里,724,1,宋楚瑜/余湘,50
臺中市,西屯區,何安里,724,2,韓國瑜/張善政,327
臺中市,西屯區,何安里,724,3,蔡英文/賴清德,535
臺中市,西屯區,何安里,725,1,宋楚瑜/余湘,45
臺中市,西屯區,何安里,725,2,韓國瑜/張善政,349
臺中市,西屯區,何安里,725,3,蔡英文/賴清德,520
臺中市,西屯區,何安里,726,1,宋楚瑜/余湘,56
臺中市,西屯區,何安里,726,2,韓國瑜/張善政,403
臺中市,西屯區,何安里,726,3,蔡英文/賴清德,538
臺中市,西屯區,何安里,727,1,宋楚瑜/余湘,34
臺中市,西屯區,何安里,727,2,韓國瑜/張善政,333
臺中市,西屯區,何安里,727,3,蔡英文/賴清德,536
臺中市,西屯區,何德里,732,1,宋楚瑜/余湘,53
臺中市,西屯區,何德里,732,2,韓國瑜/張善政,348
臺中市,西屯區,何德里,732,3,蔡英文/賴清德,521
臺中市,西屯區,何德里,733,1,宋楚瑜/余湘,41
臺中市,西屯區,何德里,733,2,韓國瑜/張善政,355
臺中市,西屯區,何德里,733,3,蔡英文/賴清德,509
臺中市,西屯區,何德里,734,1,宋楚瑜/余湘,45
臺中市,西屯區,何德里,734,2,韓國瑜/張善政,337
臺中市,西屯區,何德里,734,3,蔡英文/賴清德,489
臺中市,西屯區,何成里,719,1,宋楚瑜/余湘,50
臺中市,西屯區,何成里,719,2,韓國瑜/張善政,431
臺中市,西屯區,何成里,719,3,蔡英文/賴清德,576
臺中市,西屯區,何成里,720,1,宋楚瑜/余湘,50
臺中市,西屯區,何成里,720,2,韓國瑜/張善政,408
臺中市,西屯區,何成里,720,3,蔡英文/賴清德,606
臺中市,西屯區,何成里,721,1,宋楚瑜/余湘,65
臺中市,西屯區,何成里,721,2,韓國瑜/張善政,438
臺中市,西屯區,何成里,721,3,蔡英文/賴清德,558
臺中市,西屯區,何成里,722,1,宋楚瑜/余湘,52
臺中市,西屯區,何成里,722,2,韓國瑜/張善政,408
臺中市,西屯區,何成里,722,3,蔡英文/賴清德,634
臺中市,西屯區,何成里,723,1,宋楚瑜/余湘,64
臺中市,西屯區,何成里,723,2,韓國瑜/張善政,420
臺中市,西屯區,何成里,723,3,蔡英文/賴清德,557
臺中市,西屯區,何明里,713,1,宋楚瑜/余湘,50
臺中市,西屯區,何明里,713,2,韓國瑜/張善政,372
臺中市,西屯區,何明里,713,3,蔡英文/賴清德,554
臺中市,西屯區,何明里,714,1,宋楚瑜/余湘,40
臺中市,西屯區,何明里,714,2,韓國瑜/張善政,340
臺中市,西屯區,何明里,714,3,蔡英文/賴清德,534
臺中市,西屯區,何明里,715,1,宋楚瑜/余湘,33
臺中市,西屯區,何明里,715,2,韓國瑜/張善政,334
臺中市,西屯區,何明里,715,3,蔡英文/賴清德,476
臺中市,西屯區,何源里,738,1,宋楚瑜/余湘,51
臺中市,西屯區,何源里,738,2,韓國瑜/張善政,392
臺中市,西屯區,何源里,738,3,蔡英文/賴清德,524
臺中市,西屯區,何源里,739,1,宋楚瑜/余湘,46
臺中市,西屯區,何源里,739,2,韓國瑜/張善政,384
臺中市,西屯區,何源里,739,3,蔡英文/賴清德,533
臺中市,西屯區,何源里,740,1,宋楚瑜/余湘,54
臺中市,西屯區,何源里,740,2,韓國瑜/張善政,382
臺中市,西屯區,何源里,740,3,蔡英文/賴清德,547
臺中市,西屯區,何源里,741,1,宋楚瑜/余湘,63
臺中市,西屯區,何源里,741,2,韓國瑜/張善政,445
臺中市,西屯區,何源里,741,3,蔡英文/賴清德,565
臺中市,西屯區,何源里,742,1,宋楚瑜/余湘,51
臺中市,西屯區,何源里,742,2,韓國瑜/張善政,431
臺中市,西屯區,何源里,742,3,蔡英文/賴清德,515
臺中市,西屯區,何福里,735,1,宋楚瑜/余湘,54
臺中市,西屯區,何福里,735,2,韓國瑜/張善政,421
臺中市,西屯區,何福里,735,3,蔡英文/賴清德,554
臺中市,西屯區,何福里,736,1,宋楚瑜/余湘,59
臺中市,西屯區,何福里,736,2,韓國瑜/張善政,442
臺中市,西屯區,何福里,736,3,蔡英文/賴清德,682
臺中市,西屯區,何福里,737,1,宋楚瑜/余湘,62
臺中市,西屯區,何福里,737,2,韓國瑜/張善政,408
臺中市,西屯區,何福里,737,3,蔡英文/賴清德,630
臺中市,西屯區,協和里,797,1,宋楚瑜/余湘,42
臺中市,西屯區,協和里,797,2,韓國瑜/張善政,277
臺中市,西屯區,協和里,797,3,蔡英文/賴清德,527
臺中市,西屯區,協和里,798,1,宋楚瑜/余湘,35
臺中市,西屯區,協和里,798,2,韓國瑜/張善政,248
臺中市,西屯區,協和里,798,3,蔡英文/賴清德,511
臺中市,西屯區,協和里,799,1,宋楚瑜/余湘,34
臺中市,西屯區,協和里,799,2,韓國瑜/張善政,292
臺中市,西屯區,協和里,799,3,蔡英文/賴清德,474
臺中市,西屯區,協和里,800,1,宋楚瑜/余湘,41
臺中市,西屯區,協和里,800,2,韓國瑜/張善政,268
臺中市,西屯區,協和里,800,3,蔡英文/賴清德,499
臺中市,西屯區,大河里,743,1,宋楚瑜/余湘,48
臺中市,西屯區,大河里,743,2,韓國瑜/張善政,301
臺中市,西屯區,大河里,743,3,蔡英文/賴清德,571
臺中市,西屯區,大河里,744,1,宋楚瑜/余湘,45
臺中市,西屯區,大河里,744,2,韓國瑜/張善政,303
臺中市,西屯區,大河里,744,3,蔡英文/賴清德,623
臺中市,西屯區,大河里,745,1,宋楚瑜/余湘,46
臺中市,西屯區,大河里,745,2,韓國瑜/張善政,365
臺中市,西屯區,大河里,745,3,蔡英文/賴清德,572
臺中市,西屯區,大石里,746,1,宋楚瑜/余湘,40
臺中市,西屯區,大石里,746,2,韓國瑜/張善政,575
臺中市,西屯區,大石里,746,3,蔡英文/賴清德,190
臺中市,西屯區,大石里,747,1,宋楚瑜/余湘,33
臺中市,西屯區,大石里,747,2,韓國瑜/張善政,632
臺中市,西屯區,大石里,747,3,蔡英文/賴清德,169
臺中市,西屯區,大福里,748,1,宋楚瑜/余湘,43
臺中市,西屯區,大福里,748,2,韓國瑜/張善政,302
臺中市,西屯區,大福里,748,3,蔡英文/賴清德,385
臺中市,西屯區,大福里,749,1,宋楚瑜/余湘,36
臺中市,西屯區,大福里,749,2,韓國瑜/張善政,309
臺中市,西屯區,大福里,749,3,蔡英文/賴清德,394
臺中市,西屯區,大福里,750,1,宋楚瑜/余湘,46
臺中市,西屯區,大福里,750,2,韓國瑜/張善政,433
臺中市,西屯區,大福里,750,3,蔡英文/賴清德,356
臺中市,西屯區,大鵬里,751,1,宋楚瑜/余湘,38
臺中市,西屯區,大鵬里,751,2,韓國瑜/張善政,375
臺中市,西屯區,大鵬里,751,3,蔡英文/賴清德,557
臺中市,西屯區,大鵬里,752,1,宋楚瑜/余湘,32
臺中市,西屯區,大鵬里,752,2,韓國瑜/張善政,390
臺中市,西屯區,大鵬里,752,3,蔡英文/賴清德,377
臺中市,西屯區,大鵬里,753,1,宋楚瑜/余湘,39
臺中市,西屯區,大鵬里,753,2,韓國瑜/張善政,373
臺中市,西屯區,大鵬里,753,3,蔡英文/賴清德,466
臺中市,西屯區,大鵬里,754,1,宋楚瑜/余湘,58
臺中市,西屯區,大鵬里,754,2,韓國瑜/張善政,379
臺中市,西屯區,大鵬里,754,3,蔡英文/賴清德,431
臺中市,西屯區,廣福里,759,1,宋楚瑜/余湘,39
臺中市,西屯區,廣福里,759,2,韓國瑜/張善政,276
臺中市,西屯區,廣福里,759,3,蔡英文/賴清德,637
臺中市,西屯區,廣福里,760,1,宋楚瑜/余湘,39
臺中市,西屯區,廣福里,760,2,韓國瑜/張善政,233
臺中市,西屯區,廣福里,760,3,蔡英文/賴清德,531
臺中市,西屯區,惠來里,681,1,宋楚瑜/余湘,63
臺中市,西屯區,惠來里,681,2,韓國瑜/張善政,423
臺中市,西屯區,惠來里,681,3,蔡英文/賴清德,550
臺中市,西屯區,惠來里,682,1,宋楚瑜/余湘,49
臺中市,西屯區,惠來里,682,2,韓國瑜/張善政,471
臺中市,西屯區,惠來里,682,3,蔡英文/賴清德,545
臺中市,西屯區,惠來里,683,1,宋楚瑜/余湘,66
臺中市,西屯區,惠來里,683,2,韓國瑜/張善政,486
臺中市,西屯區,惠來里,683,3,蔡英文/賴清德,561
臺中市,西屯區,惠來里,684,1,宋楚瑜/余湘,57
臺中市,西屯區,惠來里,684,2,韓國瑜/張善政,491
臺中市,西屯區,惠來里,684,3,蔡英文/賴清德,498
臺中市,西屯區,惠來里,685,1,宋楚瑜/余湘,51
臺中市,西屯區,惠來里,685,2,韓國瑜/張善政,473
臺中市,西屯區,惠來里,685,3,蔡英文/賴清德,496
臺中市,西屯區,惠來里,686,1,宋楚瑜/余湘,50
臺中市,西屯區,惠來里,686,2,韓國瑜/張善政,436
臺中市,西屯區,惠來里,686,3,蔡英文/賴清德,516
臺中市,西屯區,惠來里,687,1,宋楚瑜/余湘,61
臺中市,西屯區,惠來里,687,2,韓國瑜/張善政,439
臺中市,西屯區,惠來里,687,3,蔡英文/賴清德,609
臺中市,西屯區,惠來里,688,1,宋楚瑜/余湘,32
臺中市,西屯區,惠來里,688,2,韓國瑜/張善政,347
臺中市,西屯區,惠來里,688,3,蔡英文/賴清德,479
臺中市,西屯區,惠來里,689,1,宋楚瑜/余湘,25
臺中市,西屯區,惠來里,689,2,韓國瑜/張善政,336
臺中市,西屯區,惠來里,689,3,蔡英文/賴清德,483
臺中市,西屯區,惠來里,690,1,宋楚瑜/余湘,40
臺中市,西屯區,惠來里,690,2,韓國瑜/張善政,368
臺中市,西屯區,惠來里,690,3,蔡英文/賴清德,407
臺中市,西屯區,林厝里,761,1,宋楚瑜/余湘,47
臺中市,西屯區,林厝里,761,2,韓國瑜/張善政,379
臺中市,西屯區,林厝里,761,3,蔡英文/賴清德,358
臺中市,西屯區,林厝里,762,1,宋楚瑜/余湘,39
臺中市,西屯區,林厝里,762,2,韓國瑜/張善政,312
臺中市,西屯區,林厝里,762,3,蔡英文/賴清德,583
臺中市,西屯區,林厝里,763,1,宋楚瑜/余湘,29
臺中市,西屯區,林厝里,763,2,韓國瑜/張善政,289
臺中市,西屯區,林厝里,763,3,蔡英文/賴清德,463
臺中市,西屯區,永安里,764,1,宋楚瑜/余湘,46
臺中市,西屯區,永安里,764,2,韓國瑜/張善政,343
臺中市,西屯區,永安里,764,3,蔡英文/賴清德,786
臺中市,西屯區,永安里,765,1,宋楚瑜/余湘,45
臺中市,西屯區,永安里,765,2,韓國瑜/張善政,371
臺中市,西屯區,永安里,765,3,蔡英文/賴清德,600
臺中市,西屯區,永安里,766,1,宋楚瑜/余湘,55
臺中市,西屯區,永安里,766,2,韓國瑜/張善政,473
臺中市,西屯區,永安里,766,3,蔡英文/賴清德,536
臺中市,西屯區,永安里,767,1,宋楚瑜/余湘,53
臺中市,西屯區,永安里,767,2,韓國瑜/張善政,406
臺中市,西屯區,永安里,767,3,蔡英文/賴清德,447
臺中市,西屯區,永安里,768,1,宋楚瑜/余湘,49
臺中市,西屯區,永安里,768,2,韓國瑜/張善政,413
臺中市,西屯區,永安里,768,3,蔡英文/賴清德,449
臺中市,西屯區,永安里,769,1,宋楚瑜/余湘,31
臺中市,西屯區,永安里,769,2,韓國瑜/張善政,499
臺中市,西屯區,永安里,769,3,蔡英文/賴清德,394
臺中市,西屯區,永安里,770,1,宋楚瑜/余湘,59
臺中市,西屯區,永安里,770,2,韓國瑜/張善政,308
臺中市,西屯區,永安里,770,3,蔡英文/賴清德,550
臺中市,西屯區,永安里,771,1,宋楚瑜/余湘,58
臺中市,西屯區,永安里,771,2,韓國瑜/張善政,310
臺中市,西屯區,永安里,771,3,蔡英文/賴清德,612
臺中市,西屯區,永安里,772,1,宋楚瑜/余湘,61
臺中市,西屯區,永安里,772,2,韓國瑜/張善政,470
臺中市,西屯區,永安里,772,3,蔡英文/賴清德,521
臺中市,西屯區,港尾里,755,1,宋楚瑜/余湘,32
臺中市,西屯區,港尾里,755,2,韓國瑜/張善政,237
臺中市,西屯區,港尾里,755,3,蔡英文/賴清德,579
臺中市,西屯區,港尾里,756,1,宋楚瑜/余湘,50
臺中市,西屯區,港尾里,756,2,韓國瑜/張善政,398
臺中市,西屯區,港尾里,756,3,蔡英文/賴清德,526
臺中市,西屯區,港尾里,757,1,宋楚瑜/余湘,49
臺中市,西屯區,港尾里,757,2,韓國瑜/張善政,376
臺中市,西屯區,港尾里,757,3,蔡英文/賴清德,496
臺中市,西屯區,港尾里,758,1,宋楚瑜/余湘,36
臺中市,西屯區,港尾里,758,2,韓國瑜/張善政,369
臺中市,西屯區,港尾里,758,3,蔡英文/賴清德,545
臺中市,西屯區,潮洋里,677,1,宋楚瑜/余湘,82
臺中市,西屯區,潮洋里,677,2,韓國瑜/張善政,513
臺中市,西屯區,潮洋里,677,3,蔡英文/賴清德,651
臺中市,西屯區,潮洋里,678,1,宋楚瑜/余湘,63
臺中市,西屯區,潮洋里,678,2,韓國瑜/張善政,461
臺中市,西屯區,潮洋里,678,3,蔡英文/賴清德,720
臺中市,西屯區,潮洋里,679,1,宋楚瑜/余湘,62
臺中市,西屯區,潮洋里,679,2,韓國瑜/張善政,489
臺中市,西屯區,潮洋里,679,3,蔡英文/賴清德,670
臺中市,西屯區,福中里,791,1,宋楚瑜/余湘,42
臺中市,西屯區,福中里,791,2,韓國瑜/張善政,322
臺中市,西屯區,福中里,791,3,蔡英文/賴清德,470
臺中市,西屯區,福中里,792,1,宋楚瑜/余湘,41
臺中市,西屯區,福中里,792,2,韓國瑜/張善政,272
臺中市,西屯區,福中里,792,3,蔡英文/賴清德,459
臺中市,西屯區,福中里,793,1,宋楚瑜/余湘,35
臺中市,西屯區,福中里,793,2,韓國瑜/張善政,265
臺中市,西屯區,福中里,793,3,蔡英文/賴清德,483
臺中市,西屯區,福和里,788,1,宋楚瑜/余湘,48
臺中市,西屯區,福和里,788,2,韓國瑜/張善政,313
臺中市,西屯區,福和里,788,3,蔡英文/賴清德,725
臺中市,西屯區,福和里,789,1,宋楚瑜/余湘,51
臺中市,西屯區,福和里,789,2,韓國瑜/張善政,343
臺中市,西屯區,福和里,789,3,蔡英文/賴清德,700
臺中市,西屯區,福和里,790,1,宋楚瑜/余湘,52
臺中市,西屯區,福和里,790,2,韓國瑜/張善政,340
臺中市,西屯區,福和里,790,3,蔡英文/賴清德,634
臺中市,西屯區,福安里,773,1,宋楚瑜/余湘,69
臺中市,西屯區,福安里,773,2,韓國瑜/張善政,423
臺中市,西屯區,福安里,773,3,蔡英文/賴清德,537
臺中市,西屯區,福安里,774,1,宋楚瑜/余湘,55
臺中市,西屯區,福安里,774,2,韓國瑜/張善政,431
臺中市,西屯區,福安里,774,3,蔡英文/賴清德,571
臺中市,西屯區,福恩里,794,1,宋楚瑜/余湘,80
臺中市,西屯區,福恩里,794,2,韓國瑜/張善政,485
臺中市,西屯區,福恩里,794,3,蔡英文/賴清德,655
臺中市,西屯區,福恩里,795,1,宋楚瑜/余湘,61
臺中市,西屯區,福恩里,795,2,韓國瑜/張善政,482
臺中市,西屯區,福恩里,795,3,蔡英文/賴清德,669
臺中市,西屯區,福恩里,796,1,宋楚瑜/余湘,62
臺中市,西屯區,福恩里,796,2,韓國瑜/張善政,418
臺中市,西屯區,福恩里,796,3,蔡英文/賴清德,600
臺中市,西屯區,福林里,779,1,宋楚瑜/余湘,43
臺中市,西屯區,福林里,779,2,韓國瑜/張善政,472
臺中市,西屯區,福林里,779,3,蔡英文/賴清德,548
臺中市,西屯區,福林里,780,1,宋楚瑜/余湘,50
臺中市,西屯區,福林里,780,2,韓國瑜/張善政,479
臺中市,西屯區,福林里,780,3,蔡英文/賴清德,556
臺中市,西屯區,福林里,781,1,宋楚瑜/余湘,56
臺中市,西屯區,福林里,781,2,韓國瑜/張善政,453
臺中市,西屯區,福林里,781,3,蔡英文/賴清德,607
臺中市,西屯區,福林里,782,1,宋楚瑜/余湘,83
臺中市,西屯區,福林里,782,2,韓國瑜/張善政,449
臺中市,西屯區,福林里,782,3,蔡英文/賴清德,564
臺中市,西屯區,福林里,783,1,宋楚瑜/余湘,66
臺中市,西屯區,福林里,783,2,韓國瑜/張善政,441
臺中市,西屯區,福林里,783,3,蔡英文/賴清德,555
臺中市,西屯區,福瑞里,784,1,宋楚瑜/余湘,48
臺中市,西屯區,福瑞里,784,2,韓國瑜/張善政,480
臺中市,西屯區,福瑞里,784,3,蔡英文/賴清德,533
臺中市,西屯區,福瑞里,785,1,宋楚瑜/余湘,55
臺中市,西屯區,福瑞里,785,2,韓國瑜/張善政,452
臺中市,西屯區,福瑞里,785,3,蔡英文/賴清德,499
臺中市,西屯區,福聯里,786,1,宋楚瑜/余湘,57
臺中市,西屯區,福聯里,786,2,韓國瑜/張善政,465
臺中市,西屯區,福聯里,786,3,蔡英文/賴清德,537
臺中市,西屯區,福聯里,787,1,宋楚瑜/余湘,52
臺中市,西屯區,福聯里,787,2,韓國瑜/張善政,401
臺中市,西屯區,福聯里,787,3,蔡英文/賴清德,593
臺中市,西屯區,福雅里,775,1,宋楚瑜/余湘,71
臺中市,西屯區,福雅里,775,2,韓國瑜/張善政,383
臺中市,西屯區,福雅里,775,3,蔡英文/賴清德,628
臺中市,西屯區,福雅里,776,1,宋楚瑜/余湘,69
臺中市,西屯區,福雅里,776,2,韓國瑜/張善政,393
臺中市,西屯區,福雅里,776,3,蔡英文/賴清德,571
臺中市,西屯區,福雅里,777,1,宋楚瑜/余湘,45
臺中市,西屯區,福雅里,777,2,韓國瑜/張善政,428
臺中市,西屯區,福雅里,777,3,蔡英文/賴清德,505
臺中市,西屯區,福雅里,778,1,宋楚瑜/余湘,72
臺中市,西屯區,福雅里,778,2,韓國瑜/張善政,446
臺中市,西屯區,福雅里,778,3,蔡英文/賴清德,578
臺中市,西屯區,至善里,666,1,宋楚瑜/余湘,65
臺中市,西屯區,至善里,666,2,韓國瑜/張善政,489
臺中市,西屯區,至善里,666,3,蔡英文/賴清德,611
臺中市,西屯區,至善里,667,1,宋楚瑜/余湘,41
臺中市,西屯區,至善里,667,2,韓國瑜/張善政,399
臺中市,西屯區,至善里,667,3,蔡英文/賴清德,530
臺中市,西屯區,至善里,668,1,宋楚瑜/余湘,59
臺中市,西屯區,至善里,668,2,韓國瑜/張善政,429
臺中市,西屯區,至善里,668,3,蔡英文/賴清德,601
臺中市,西屯區,西墩里,673,1,宋楚瑜/余湘,54
臺中市,西屯區,西墩里,673,2,韓國瑜/張善政,354
臺中市,西屯區,西墩里,673,3,蔡英文/賴清德,575
臺中市,西屯區,西墩里,674,1,宋楚瑜/余湘,46
臺中市,西屯區,西墩里,674,2,韓國瑜/張善政,363
臺中市,西屯區,西墩里,674,3,蔡英文/賴清德,652
臺中市,西屯區,西墩里,675,1,宋楚瑜/余湘,58
臺中市,西屯區,西墩里,675,2,韓國瑜/張善政,379
臺中市,西屯區,西墩里,675,3,蔡英文/賴清德,644
臺中市,西屯區,西墩里,676,1,宋楚瑜/余湘,60
臺中市,西屯區,西墩里,676,2,韓國瑜/張善政,358
臺中市,西屯區,西墩里,676,3,蔡英文/賴清德,536
臺中市,西屯區,西安里,662,1,宋楚瑜/余湘,43
臺中市,西屯區,西安里,662,2,韓國瑜/張善政,265
臺中市,西屯區,西安里,662,3,蔡英文/賴清德,540
臺中市,西屯區,西安里,663,1,宋楚瑜/余湘,42
臺中市,西屯區,西安里,663,2,韓國瑜/張善政,304
臺中市,西屯區,西安里,663,3,蔡英文/賴清德,486
臺中市,西屯區,西安里,664,1,宋楚瑜/余湘,39
臺中市,西屯區,西安里,664,2,韓國瑜/張善政,284
臺中市,西屯區,西安里,664,3,蔡英文/賴清德,516
臺中市,西屯區,西安里,665,1,宋楚瑜/余湘,50
臺中市,西屯區,西安里,665,2,韓國瑜/張善政,470
臺中市,西屯區,西安里,665,3,蔡英文/賴清德,577
臺中市,西屯區,西平里,669,1,宋楚瑜/余湘,31
臺中市,西屯區,西平里,669,2,韓國瑜/張善政,396
臺中市,西屯區,西平里,669,3,蔡英文/賴清德,420
臺中市,西屯區,西平里,670,1,宋楚瑜/余湘,36
臺中市,西屯區,西平里,670,2,韓國瑜/張善政,403
臺中市,西屯區,西平里,670,3,蔡英文/賴清德,493
臺中市,西屯區,西平里,671,1,宋楚瑜/余湘,38
臺中市,西屯區,西平里,671,2,韓國瑜/張善政,567
臺中市,西屯區,西平里,671,3,蔡英文/賴清德,338
臺中市,西屯區,西平里,672,1,宋楚瑜/余湘,42
臺中市,西屯區,西平里,672,2,韓國瑜/張善政,299
臺中市,西屯區,西平里,672,3,蔡英文/賴清德,484
臺中市,西屯區,逢甲里,702,1,宋楚瑜/余湘,65
臺中市,西屯區,逢甲里,702,2,韓國瑜/張善政,426
臺中市,西屯區,逢甲里,702,3,蔡英文/賴清德,573
臺中市,西屯區,逢甲里,703,1,宋楚瑜/余湘,52
臺中市,西屯區,逢甲里,703,2,韓國瑜/張善政,383
臺中市,西屯區,逢甲里,703,3,蔡英文/賴清德,563
臺中市,西屯區,逢甲里,704,1,宋楚瑜/余湘,48
臺中市,西屯區,逢甲里,704,2,韓國瑜/張善政,439
臺中市,西屯區,逢甲里,704,3,蔡英文/賴清德,544
臺中市,西屯區,逢福里,705,1,宋楚瑜/余湘,59
臺中市,西屯區,逢福里,705,2,韓國瑜/張善政,453
臺中市,西屯區,逢福里,705,3,蔡英文/賴清德,609
臺中市,西屯區,逢福里,706,1,宋楚瑜/余湘,45
臺中市,西屯區,逢福里,706,2,韓國瑜/張善政,391
臺中市,西屯區,逢福里,706,3,蔡英文/賴清德,485
臺中市,西屯區,逢福里,707,1,宋楚瑜/余湘,68
臺中市,西屯區,逢福里,707,2,韓國瑜/張善政,413
臺中市,西屯區,逢福里,707,3,蔡英文/賴清德,511
臺中市,西屯區,逢福里,708,1,宋楚瑜/余湘,50
臺中市,西屯區,逢福里,708,2,韓國瑜/張善政,413
臺中市,西屯區,逢福里,708,3,蔡英文/賴清德,528
臺中市,西屯區,鵬程里,709,1,宋楚瑜/余湘,48
臺中市,西屯區,鵬程里,709,2,韓國瑜/張善政,753
臺中市,西屯區,鵬程里,709,3,蔡英文/賴清德,193
臺中市,西屯區,鵬程里,710,1,宋楚瑜/余湘,36
臺中市,西屯區,鵬程里,710,2,韓國瑜/張善政,699
臺中市,西屯區,鵬程里,710,3,蔡英文/賴清德,258
臺中市,西屯區,龍潭里,680,1,宋楚瑜/余湘,20
臺中市,西屯區,龍潭里,680,2,韓國瑜/張善政,182
臺中市,西屯區,龍潭里,680,3,蔡英文/賴清德,421
臺中市,豐原區,三村里,1699,1,宋楚瑜/余湘,43
臺中市,豐原區,三村里,1699,2,韓國瑜/張善政,327
臺中市,豐原區,三村里,1699,3,蔡英文/賴清德,516
臺中市,豐原區,三村里,1700,1,宋楚瑜/余湘,44
臺中市,豐原區,三村里,1700,2,韓國瑜/張善政,321
臺中市,豐原區,三村里,1700,3,蔡英文/賴清德,502
臺中市,豐原區,三村里,1701,1,宋楚瑜/余湘,39
臺中市,豐原區,三村里,1701,2,韓國瑜/張善政,316
臺中市,豐原區,三村里,1701,3,蔡英文/賴清德,584
臺中市,豐原區,三村里,1702,1,宋楚瑜/余湘,44
臺中市,豐原區,三村里,1702,2,韓國瑜/張善政,373
臺中市,豐原區,三村里,1702,3,蔡英文/賴清德,620
臺中市,豐原區,三村里,1703,1,宋楚瑜/余湘,63
臺中市,豐原區,三村里,1703,2,韓國瑜/張善政,347
臺中市,豐原區,三村里,1703,3,蔡英文/賴清德,556
臺中市,豐原區,下街里,1659,1,宋楚瑜/余湘,38
臺中市,豐原區,下街里,1659,2,韓國瑜/張善政,205
臺中市,豐原區,下街里,1659,3,蔡英文/賴清德,313
臺中市,豐原區,中山里,1658,1,宋楚瑜/余湘,28
臺中市,豐原區,中山里,1658,2,韓國瑜/張善政,222
臺中市,豐原區,中山里,1658,3,蔡英文/賴清德,402
臺中市,豐原區,中興里,1690,1,宋楚瑜/余湘,50
臺中市,豐原區,中興里,1690,2,韓國瑜/張善政,418
臺中市,豐原區,中興里,1690,3,蔡英文/賴清德,592
臺中市,豐原區,中興里,1691,1,宋楚瑜/余湘,55
臺中市,豐原區,中興里,1691,2,韓國瑜/張善政,498
臺中市,豐原區,中興里,1691,3,蔡英文/賴清德,604
臺中市,豐原區,中陽里,1660,1,宋楚瑜/余湘,52
臺中市,豐原區,中陽里,1660,2,韓國瑜/張善政,350
臺中市,豐原區,中陽里,1660,3,蔡英文/賴清德,622
臺中市,豐原區,中陽里,1661,1,宋楚瑜/余湘,42
臺中市,豐原區,中陽里,1661,2,韓國瑜/張善政,365
臺中市,豐原區,中陽里,1661,3,蔡英文/賴清德,575
臺中市,豐原區,中陽里,1662,1,宋楚瑜/余湘,41
臺中市,豐原區,中陽里,1662,2,韓國瑜/張善政,413
臺中市,豐原區,中陽里,1662,3,蔡英文/賴清德,628
臺中市,豐原區,中陽里,1663,1,宋楚瑜/余湘,43
臺中市,豐原區,中陽里,1663,2,韓國瑜/張善政,284
臺中市,豐原區,中陽里,1663,3,蔡英文/賴清德,432
臺中市,豐原區,北湳里,1666,1,宋楚瑜/余湘,51
臺中市,豐原區,北湳里,1666,2,韓國瑜/張善政,417
臺中市,豐原區,北湳里,1666,3,蔡英文/賴清德,606
臺中市,豐原區,北湳里,1667,1,宋楚瑜/余湘,54
臺中市,豐原區,北湳里,1667,2,韓國瑜/張善政,436
臺中市,豐原區,北湳里,1667,3,蔡英文/賴清德,623
臺中市,豐原區,北陽里,1729,1,宋楚瑜/余湘,61
臺中市,豐原區,北陽里,1729,2,韓國瑜/張善政,433
臺中市,豐原區,北陽里,1729,3,蔡英文/賴清德,645
臺中市,豐原區,北陽里,1730,1,宋楚瑜/余湘,55
臺中市,豐原區,北陽里,1730,2,韓國瑜/張善政,373
臺中市,豐原區,北陽里,1730,3,蔡英文/賴清德,640
臺中市,豐原區,北陽里,1731,1,宋楚瑜/余湘,40
臺中市,豐原區,北陽里,1731,2,韓國瑜/張善政,441
